
[00:00:00.000 --> 00:00:02.640]  哈喽哈喽
[00:43:06.680 --> 00:43:09.680]  就是生成我们的treton方言
[00:43:09.680 --> 00:43:13.680]  然后接下来将TTIR转成我们的ttaadapter
[00:43:13.680 --> 00:43:14.680]  这一步的话
[00:43:14.680 --> 00:43:19.680]  是我们treton-assend仓重点模块
[00:43:19.680 --> 00:43:22.680]  treton-adapt做的
[00:43:22.680 --> 00:43:25.680]  然后这一步会有各种的套算分析
[00:43:25.680 --> 00:43:28.680]  然后相同于一的转换
[00:43:28.680 --> 00:43:31.680]  然后生成TTIR的iR周
[00:43:31.680 --> 00:43:35.680]  iR后我们会经过smpir
[00:43:35.680 --> 00:43:38.680]  币生compiler编译化
[00:43:38.680 --> 00:43:41.680]  然后生成一个binary kernel
[00:43:41.680 --> 00:43:45.680]  然后最后再对这个kernel进行kernel launch
[00:43:45.680 --> 00:43:50.680]  然后从而实现数据在深层上的并行计算
[00:43:50.680 --> 00:43:58.680]  然后treton-assend它的重点作用就是这样子
[00:43:58.680 --> 00:44:05.680]  然后但是我们只有TTIR转TTIR
[00:44:05.680 --> 00:44:08.680]  adaptIr这一块它是一个
[00:44:08.680 --> 00:44:13.680]  它是都是由我们treton-assend仓自研完成的
[00:44:13.680 --> 00:44:15.680]  然后当然后面的smpi
[00:44:15.680 --> 00:44:17.680]  其实是我们自研完成的
[00:44:17.680 --> 00:44:19.680]  只是这个仓主要作用
[00:44:19.680 --> 00:44:23.680]  是将TTIR转成ttaadapterIr
[00:44:23.680 --> 00:44:27.680]  然后此功能门块叫treton-adapt
[00:44:27.680 --> 00:44:31.680]  是我们拆转最重要的核心模块
[00:44:31.680 --> 00:44:33.680]  这个模块包含8个path
[00:44:33.680 --> 00:44:38.680]  然后之前我也有进行对应的介绍
[00:44:38.680 --> 00:44:41.680]  然后每个path它也是有
[00:44:41.680 --> 00:44:44.680]  它对应的核心功能
[00:44:44.680 --> 00:44:49.680]  就是在我们的TTIR转转为ttaadapterIr中
[00:44:49.680 --> 00:44:55.680]  它需要做一些优化
[00:44:55.680 --> 00:44:57.680]  好
[00:44:57.680 --> 00:45:03.680]  今天对我们treton-assend的介绍大概就是这个样子了
[00:45:03.680 --> 00:45:08.680]  然后接下来的话我们会进行一个互动的环节
[00:45:08.680 --> 00:45:15.680]  然后就是希望大家可以在那个深层社区直播间答题
[00:45:15.680 --> 00:45:18.680]  然后第一个回答正确的人可以领取讲评
[00:45:18.680 --> 00:45:19.680]  好
[00:45:19.680 --> 00:45:20.680]  那我接下来会展示题目
[00:45:20.680 --> 00:45:23.680]  然后希望大家积极回答问题
[00:45:24.680 --> 00:45:29.680]  然后第一个问题是我们的treton-send仓的核心模块是什么
[00:45:33.680 --> 00:45:37.680]  然后希望大家积极回答问题
[00:45:38.680 --> 00:45:40.680]  我们的证明会有点赞议
[00:45:40.680 --> 00:45:41.680]  我们的证明会有点赞议
[00:45:41.680 --> 00:45:42.680]  我们的证明会有点赞议
[00:45:42.680 --> 00:45:43.680]  我们的证明会有点赞议
[00:45:43.680 --> 00:45:45.680]  我们的证明会有点赞议
[00:45:45.680 --> 00:45:46.680]  我们的证明会有点赞议
[00:45:46.680 --> 00:45:47.680]  我们的证明会有点赞议
[00:45:47.680 --> 00:45:48.680]  我们的证明会有点赞议
[00:45:48.680 --> 00:45:50.680]  我们的证明会有点赞议
[00:45:50.680 --> 00:45:51.680]  我们的证明会有点赞议
[00:45:51.680 --> 00:45:52.680]  我们的证明会有点赞议
[00:45:52.680 --> 00:45:53.680]  我们的证明会有点赞议
[00:45:53.680 --> 00:45:54.680]  我们的证明会有点赞议
[00:45:54.680 --> 00:45:55.680]  我们的证明会有点赞议
[00:45:55.680 --> 00:45:56.680]  我们的证明会有点赞议
[00:45:56.680 --> 00:45:57.680]  我们的证明会有点赞议
[00:45:57.680 --> 00:45:58.680]  我们的证明会有点赞议
[00:45:58.680 --> 00:45:59.680]  我们的证明会有点赞议
[00:45:59.680 --> 00:46:00.680]  我们的证明会有点赞议
[00:46:00.680 --> 00:46:01.680]  我们的证明会有点赞议
[00:46:01.680 --> 00:46:02.680]  我们的证明会有点赞议
[00:46:02.680 --> 00:46:03.680]  我们的证明会有点赞议
[00:46:03.680 --> 00:46:04.680]  我们的证明会有点赞议
[00:46:04.680 --> 00:46:05.680]  我们的证明会有点赞议
[00:46:05.680 --> 00:46:06.680]  我们的证明会有点赞议
[00:46:06.680 --> 00:46:07.680]  我们的证明会有点赞议
[00:46:07.680 --> 00:46:08.680]  我们的证明会有点赞议
[00:46:08.680 --> 00:46:09.680]  我们的证明会有点赞议
[00:46:09.680 --> 00:46:10.680]  我们的证明会有点赞议
[00:46:10.680 --> 00:46:11.680]  我们的证明会有点赞议
[00:46:11.680 --> 00:46:12.680]  我们的证明会有点赞议
[00:46:12.680 --> 00:46:13.680]  我们的证明会有点赞议
[00:46:13.680 --> 00:46:15.680]  我们的证明会有点赞议
[00:46:15.680 --> 00:46:16.680]  我们的证明会有点赞议
[00:46:16.680 --> 00:46:18.680]  我们的证明会有点赞议
[00:46:18.680 --> 00:46:19.680]  我们的证明会有点赞议
[00:46:19.680 --> 00:46:20.680]  我们的证明会有点赞议
[00:46:20.680 --> 00:46:21.680]  我们的证明会有点赞议
[00:46:21.680 --> 00:46:22.680]  我们的证明会有点赞议
[00:46:22.680 --> 00:46:25.680]  嗯就是我先强调一下
[00:46:25.680 --> 00:46:27.680]  就是我们就是这个题目
[00:46:27.680 --> 00:46:28.680]  希望大家可以在那个
[00:46:28.680 --> 00:46:30.680]  我们的生存社区直播间打题
[00:46:30.680 --> 00:46:34.680]  就是大家不要到就是别的直播间打题
[00:46:34.680 --> 00:46:38.680]  就是好希望就是如果在别别直播间打题
[00:46:38.680 --> 00:46:40.680]  如果就算也是第一个答出来的话
[00:46:40.680 --> 00:46:41.680]  可能是你拿不到奖励
[00:46:41.680 --> 00:46:44.680]  所以大家大家还是希望到对应的渠道去
[00:46:44.680 --> 00:46:47.680]  就是生存社区直播间好
[00:46:47.680 --> 00:46:51.680]  然后嗯我们现在嗯
[00:46:51.680 --> 00:46:57.680]  嗯公布当这次就是获奖的ID是
[00:46:57.680 --> 00:47:03.680]  HID21563503恭喜
[00:47:05.680 --> 00:47:11.680]  好那我们就到下一题吧
[00:47:11.680 --> 00:47:15.680]  就是还是一样就是希望
[00:47:15.680 --> 00:47:19.680]  就希望大家是在那个生存社区直播间打题
[00:47:19.680 --> 00:47:23.680]  然后第一个回答出来的可以领导奖励
[00:47:23.680 --> 00:47:24.680]  好
[00:47:24.680 --> 00:47:33.680]  第二题的话是Traden Adapt模块的主要功能是
[00:47:33.680 --> 00:47:35.680]  对应该是
[00:47:35.680 --> 00:47:35.680]  对应该是
[00:47:35.680 --> 00:47:36.180]  对应该是
[00:48:03.680 --> 00:48:05.680]  对应该是在那里面的主要功能是
[00:48:05.680 --> 00:48:07.680]  对应该是在那里面的主要功能是
[00:48:07.680 --> 00:48:09.680]  对应该是在那里面的主要功能是
[00:48:09.680 --> 00:48:11.680]  对应该是在那里面的主要功能是
[00:48:11.680 --> 00:48:13.680]  对应该是在那里面的主要功能是
[00:48:13.680 --> 00:48:15.680]  对应该是在那里面的主要功能
[00:48:15.680 --> 00:48:17.680]  是在那里面的主要功能是
[00:48:17.680 --> 00:48:19.680]  对应该是在那里面的主要功能
[00:48:19.680 --> 00:48:21.680]  对应该是在那里面的主要功能
[00:48:21.680 --> 00:48:23.680]  对应该是在那里面的主要功能
[00:48:23.680 --> 00:48:25.680]  对应该是在那里面的主要功能
[00:48:25.680 --> 00:48:27.680]  对应该是在那里面的主要功能
[00:48:27.680 --> 00:48:29.680]  对应该是在那里面的主要功能
[00:48:29.680 --> 00:48:31.680]  对应该是在那里面的主要功能
[00:48:31.680 --> 00:48:33.680]  对应该是在那里面的主要功能
[00:48:33.680 --> 00:48:35.680]  对应该是在那里面的主要功能
[00:48:35.680 --> 00:48:37.680]  对应该是在那里面的主要功能
[00:48:37.680 --> 00:48:39.680]  对应该是在那里面的主要功能
[00:48:39.680 --> 00:48:41.680]  对应该是在那里面的主要功能
[00:48:41.680 --> 00:48:43.680]  对应该是在那里面的主要功能
[00:48:43.680 --> 00:48:45.680]  对应该是在那里面的主要功能
[00:48:45.680 --> 00:48:47.680]  对应该是在那里面的主要功能
[00:48:47.680 --> 00:48:49.680]  对应该是在那里面的主要功能
[00:48:49.680 --> 00:48:51.680]  对应该是在那里面的主要功能
[00:48:51.680 --> 00:48:53.680]  对应该是在那里面的主要功能
[00:48:53.680 --> 00:48:55.680]  对应该是在那里面的主要功能
[00:48:55.680 --> 00:48:57.680]  对应该是在那里面的主要功能
[00:48:57.680 --> 00:48:59.680]  对应该是在那里面的主要功能
[00:48:59.680 --> 00:49:01.680]  对应该是在那里面的主要功能
[00:49:01.680 --> 00:49:03.680]  对应该是在那里面的主要功能
[00:49:03.680 --> 00:49:05.680]  对应该是在那里面的主要功能
[00:49:05.680 --> 00:49:07.680]  对应该是在那里面的主要功能
[00:49:07.680 --> 00:49:09.680]  对应该是在那里面的主要功能
[00:49:09.680 --> 00:49:11.680]  对应该是在这里面的主要功能
[00:49:11.680 --> 00:49:13.680]  对应该是在这里面的主要功能
[00:49:13.680 --> 00:49:15.680]  对应该是在这里面的主要功能
[00:49:15.680 --> 00:49:17.680]  对应该是在这里面的主要功能
[00:49:17.680 --> 00:49:19.680]  对应该是在这里面的主要功能
[00:49:19.680 --> 00:49:21.680]  对应该是在这里面的主要功能
[00:49:21.680 --> 00:49:23.680]  对应该是在这里面的主要功能
[00:49:23.680 --> 00:49:25.680]  对应该是在这里面的主要功能
[00:49:25.680 --> 00:49:27.680]  对应该是在这里面的主要功能
[00:49:27.680 --> 00:49:29.680]  对应该是在这里面的主要功能
[00:49:29.680 --> 00:49:31.680]  对应该是在这里面的主要功能
[00:49:31.680 --> 00:49:33.680]  对应该是在这里面的主要功能
[00:49:33.680 --> 00:49:37.680]  对应该是在这里面的主要功能
[00:49:37.680 --> 00:49:39.680]  对应该是在这里面的主要功能
[00:49:39.680 --> 00:49:41.680]  对应该是在这里面的主要功能
[00:49:41.680 --> 00:49:43.680]  对应该是在这里面的主要功能
[00:49:43.680 --> 00:49:45.680]  对应该是在这里面的主要功能
[00:49:45.680 --> 00:49:47.680]  对应该是在这里面的主要功能
[00:49:47.680 --> 00:49:49.680]  对应该是在这里面的主要功能
[00:49:49.680 --> 00:49:51.680]  对应该是在这里面的主要功能
[00:49:51.680 --> 00:49:53.680]  对应该是在这里面的主要功能
[00:49:53.680 --> 00:49:55.680]  对应该是在这里面的主要功能
[00:49:55.680 --> 00:49:57.680]  对应该是在这里面的主要功能
[00:49:57.680 --> 00:49:59.680]  对应该是在这里面的主要功能
[00:49:59.680 --> 00:50:01.680]  对应该是在这里面的主要功能
[00:50:01.680 --> 00:50:03.680]  对应该是在这里面的主要功能
[00:50:03.680 --> 00:50:05.680]  对应该是在这里面的主要功能
[00:50:05.680 --> 00:50:07.680]  对应该是在这里面的主要功能
[00:50:07.680 --> 00:50:09.680]  对应该是在这里面的主要功能
[00:50:09.680 --> 00:50:11.680]  对应该是在这里面的主要功能
[00:50:11.680 --> 00:50:13.680]  对应该是在这里面的主要功能
[00:50:13.680 --> 00:50:15.680]  对应该是在这里面的主要功能
[00:50:15.680 --> 00:50:17.680]  对应该是在这里面的主要功能
[00:50:17.680 --> 00:50:19.680]  对应该是在这里面的主要功能
[00:50:19.680 --> 00:50:21.680]  对应该是在这里面的主要功能
[00:50:21.680 --> 00:50:23.680]  对应该是在这里面的主要功能
[00:50:23.680 --> 00:50:25.680]  对应该是在这里面的主要功能
[00:50:25.680 --> 00:50:27.680]  对应该是在这里面的主要功能
[00:50:27.680 --> 00:50:29.680]  对应该是在这里面的主要功能
[00:50:29.680 --> 00:50:31.680]  对应该是在这里面的主要功能
[00:50:31.680 --> 00:50:33.680]  对应该是在这里面的主要功能
[00:50:33.680 --> 00:50:35.680]  对应该是在这里面的主要功能
[00:50:35.680 --> 00:50:37.680]  对应该是在这里面的主要功能
[00:50:37.680 --> 00:50:39.680]  对应该是在这里面的主要功能
[00:50:39.680 --> 00:50:41.680]  对应该是在这里面的主要功能
[00:50:41.680 --> 00:50:43.680]  对应该是在这里面的主要功能
[00:50:43.680 --> 00:50:45.680]  对应该是在这里面的主要功能
[00:50:45.680 --> 00:50:47.680]  对应该是在这里面的主要功能
[00:50:47.680 --> 00:50:49.680]  对应该是在这里面的主要功能
[00:50:49.680 --> 00:50:51.680]  对应该是在这里面的主要功能
[00:50:51.680 --> 00:50:53.680]  对应该是在这里面的主要功能
[00:50:53.680 --> 00:50:55.680]  对应该是在这里面的主要功能
[00:50:55.680 --> 00:50:57.680]  对应该是在这里面的主要功能
[00:50:57.680 --> 00:50:58.680]  对应该是在这里面的主要功能
[00:50:58.680 --> 00:51:00.680]  对应该是在这里面的主要功能
[00:51:00.680 --> 00:51:01.680]  对应该是在这里面的主要功能
[00:51:01.680 --> 00:51:03.680]  对应该是在这里面的主要功能
[00:51:03.680 --> 00:51:05.680]  对应该是在这里面的主要功能
[00:51:05.680 --> 00:51:07.680]  对应该是在这里面的主要功能
[00:51:07.680 --> 00:51:12.680]  对应该是在这里面的主要功能
[00:51:12.680 --> 00:51:13.680]  对应该是在这里面的主要功能
[00:51:13.680 --> 00:51:14.680]  对应该是在这里面的主要功能
[00:51:14.680 --> 00:51:15.680]  对应该是在这里面的主要功能
[00:51:15.680 --> 00:51:16.680]  对应该是在这里面的主要功能
[00:51:16.680 --> 00:51:18.680]  对应该是在这里面的主要功能
[00:51:18.680 --> 00:51:19.680]  对应该是在这里面的主要功能
[00:51:19.680 --> 00:51:21.680]  对应该是在这里面的主要功能
[00:51:21.680 --> 00:51:22.680]  对应该是在这里面的主要功能
[00:51:22.680 --> 00:51:23.680]  对应该是在这里面的主要功能
[00:51:23.680 --> 00:51:25.680]  对应该是在这里面的主要功能
[00:51:25.680 --> 00:51:27.680]  对应该是在这里面的主要功能
[00:51:27.680 --> 00:51:48.680]  对应该是在这里面的主要功能
[00:51:48.680 --> 00:51:53.680]  好 我来CANN一下
[00:51:57.680 --> 00:52:05.680]  好 这边获奖的ID是如故
[00:52:05.680 --> 00:52:07.680]  然后可以扫描屏幕上二维码
[00:52:07.680 --> 00:52:11.680]  添加生存小助手 领取奖品
[00:52:11.680 --> 00:52:15.680]  应该是如故 对
[00:52:15.680 --> 00:52:31.680]  好 我先介绍一下
[00:52:31.680 --> 00:52:47.680]  我讲一下为什么是会传到CMPI
[00:52:47.680 --> 00:52:52.680]  我可以回到刚刚的展示的这个图里面
[00:52:52.680 --> 00:52:54.680]  或者最上面吧
[00:52:54.680 --> 00:52:58.680]  可以开始的架构图
[00:52:58.680 --> 00:53:00.680]  你可以CANN到
[00:53:00.680 --> 00:53:02.680]  我们的扇子写完之后
[00:53:02.680 --> 00:53:04.680]  会生成TTR
[00:53:04.680 --> 00:53:06.680]  TTR转成TT-Adapt-IR
[00:53:06.680 --> 00:53:10.680]  然后是通过我们的Traten-Adapt
[00:53:10.680 --> 00:53:12.680]  然后转成TT-Adapt-IR之后
[00:53:12.680 --> 00:53:14.680]  这个入口就是我们的Traten
[00:53:14.680 --> 00:53:16.680]  我们的CMPI-R
[00:53:16.680 --> 00:53:20.680]  然后我们将Traten-TT-Adapt-IR
[00:53:20.680 --> 00:53:22.680]  就会作为CMPI-R的注入
[00:53:22.680 --> 00:53:27.680]  然后接下来所有优化都会放在我们的CMPI-R中
[00:53:27.680 --> 00:53:29.680]  当时我也介绍了CMPI-R中
[00:53:29.680 --> 00:53:30.680]  会有两个模块
[00:53:30.680 --> 00:53:32.680]  一个是H0型 一个是HVM
[00:53:32.680 --> 00:53:34.680]  H0型是硬件无关的优化
[00:53:34.680 --> 00:53:36.680]  然后HVM是硬件相关的优化
[00:53:36.680 --> 00:53:41.680]  好 这就是我们第三题的答案
[00:53:41.680 --> 00:53:44.680]  然后可以
[00:53:44.680 --> 00:53:46.680]  我们回到
[00:53:46.680 --> 00:53:47.680]  再回到第二题
[00:53:47.680 --> 00:53:48.680]  刚刚其实也比较明显的
[00:53:48.680 --> 00:53:50.680]  我都已经展示了刚刚我们的
[00:53:50.680 --> 00:53:52.680]  我介绍的一个完整的流程图
[00:53:52.680 --> 00:53:53.680]  大家再介绍一下
[00:53:53.680 --> 00:53:55.680]  再回忆一下
[00:53:55.680 --> 00:53:57.680]  我们的Pattern-Adapt
[00:53:57.680 --> 00:54:00.680]  主要的功能是什么
[00:54:06.680 --> 00:54:20.680]  好 现在恭喜131
[00:54:20.680 --> 00:54:27.680]  然后维号室93的同学回答
[00:54:27.680 --> 00:54:40.680]  131 然后新一星93
[00:54:40.680 --> 00:54:43.680]  然后也可以扫描奥维码
[00:54:43.680 --> 00:54:46.680]  然后添加我们的生存小组手练习章品
[00:54:46.680 --> 00:54:52.680]  然后我也解释一下这个模块的功能
[00:54:52.680 --> 00:54:55.680]  为什么是仿存分期和方言的转换
[00:54:55.680 --> 00:54:58.680]  然后再回到我们刚刚的流程图里面
[00:55:00.680 --> 00:55:01.680]  好 你CANN
[00:55:01.680 --> 00:55:02.680]  大家可以CANN到
[00:55:02.680 --> 00:55:05.680]  我刚刚解释了我们的Tretton-Adapt
[00:55:05.680 --> 00:55:07.680]  它是我们重点模块
[00:55:07.680 --> 00:55:09.680]  我们重点模块做的是
[00:55:09.680 --> 00:55:11.680]  把我们的TrettonI-R
[00:55:11.680 --> 00:55:13.680]  Tretton-Direct的Op
[00:55:13.680 --> 00:55:16.680]  转到了我们的TT-AdaptI-R
[00:55:16.680 --> 00:55:17.680]  然后这一步呢
[00:55:17.680 --> 00:55:19.680]  其实就是我们的方言转换
[00:55:19.680 --> 00:55:21.680]  方言转换可以很明显
[00:55:21.680 --> 00:55:22.680]  就是很好了解
[00:55:22.680 --> 00:55:23.680]  就是我们的Tretton方言
[00:55:23.680 --> 00:55:24.680]  转成了我们的
[00:55:24.680 --> 00:55:26.680]  我们的一系列方言
[00:55:26.680 --> 00:55:28.680]  就是我们Tretton-AdaptI-R
[00:55:28.680 --> 00:55:30.680]  之前我也说它是个集合
[00:55:30.680 --> 00:55:32.680]  它是基于我们的MIR社区
[00:55:32.680 --> 00:55:35.680]  我们有一系列的方言
[00:55:35.680 --> 00:55:36.680]  像MF-Tensor
[00:55:36.680 --> 00:55:39.680]  还有Aries-Math
[00:55:39.680 --> 00:55:40.680]  这一系列的Tensor
[00:55:40.680 --> 00:55:43.680]  都会在我们的TT-I-R中呈现出来
[00:55:43.680 --> 00:55:49.680]  所以说方言转换它是一个比较好理解的东西
[00:55:49.680 --> 00:55:53.680]  然后可能大家不是很理解什么是仿存分析
[00:55:53.680 --> 00:55:58.680]  仿存分析可以刚刚大家也可以CANN到像我们的Tretton-Linearize
[00:55:58.680 --> 00:56:00.680]  Tretton-To-Australize
[00:56:00.680 --> 00:56:02.680]  包括我们这个Discrete-Math-XS-Conversion
[00:56:02.680 --> 00:56:03.680]  其实这三个Path
[00:56:03.680 --> 00:56:04.680]  其实都是一个仿存分析
[00:56:04.680 --> 00:56:06.680]  只是它们作用是不一样的
[00:56:06.680 --> 00:56:08.680]  像Tretton-Linearize的话
[00:56:08.680 --> 00:56:11.680]  其实就是将我们的非线性化表达式
[00:56:11.680 --> 00:56:12.680]  转成线性化表达式
[00:56:12.680 --> 00:56:19.680]  然后从来可以使用到我们的生存亲和的一个DMA指令进行搬运
[00:56:19.680 --> 00:56:22.680]  然后这个Path呢
[00:56:22.680 --> 00:56:25.680]  它其实就是为了分析我们Lode跟Store中的Mask
[00:56:25.680 --> 00:56:27.680]  然后如果它是一个离散的Mask
[00:56:27.680 --> 00:56:29.680]  我们会进行对应的处理
[00:56:29.680 --> 00:56:35.680]  然后第三个其实就是Tretton-Australize的话
[00:56:35.680 --> 00:56:38.680]  其实就是一个离散仿存的分析并处理
[00:56:38.680 --> 00:56:43.680]  然后这三个模块其实都是在做一个仿存的分析
[00:56:43.680 --> 00:56:45.680]  包括Tretton-to-Linearize中
[00:56:45.680 --> 00:56:48.680]  我们那些规律的仿存
[00:56:48.680 --> 00:56:51.680]  如何转成我们的Memory of Tensor等方言
[00:56:51.680 --> 00:56:55.680]  其实也是也可以把力成一个仿存分析
[00:56:55.680 --> 00:56:59.680]  所以说我们的Tretton-Adapt
[00:56:59.680 --> 00:57:03.680]  它这个模块重点的作用就是仿存分析和方言的转换
[00:57:07.680 --> 00:57:14.680]  那三个题目都已经解答完毕
[00:57:14.680 --> 00:57:18.680]  那我们本次的课程就到此了
[00:57:18.680 --> 00:57:19.680]  到此为止了
[00:57:19.680 --> 00:57:20.680]  谢谢大家
[00:57:24.680 --> 00:57:30.680]  好的 感谢王涛老师今天给我们带来的这个非常精彩的内容
[00:57:30.680 --> 00:57:34.680]  那就是刚刚CANN到其实我们视频号
[00:57:34.680 --> 00:57:36.680]  是能CANN的视频号里面有很多开发者
[00:57:36.680 --> 00:57:41.680]  就是没有来得及获得我们的奖品
[00:57:41.680 --> 00:57:42.680]  那我们后面的话呢
[00:57:42.680 --> 00:57:45.680]  也会在每场直播中都会有互动的
[00:57:45.680 --> 00:57:50.680]  大家可以就是可以再好好准备一下
[00:57:50.680 --> 00:57:52.680]  认真听课就会有奖品的
[00:57:52.680 --> 00:57:55.680]  好 那我们还是
[00:57:55.680 --> 00:57:57.680]  就是下周四还是
[00:57:57.680 --> 00:58:01.680]  就是周四晚上的七点钟
[00:58:01.680 --> 00:58:04.680]  我们还是码力全开特级直播课程
[00:58:04.680 --> 00:58:07.680]  那我们到时候下周四不见不散
